engagementid,contentid,contenttype,likes,engagementdate,campaignid,productid,views,clicks
1518,CONT_01518,Newsletter,1001,2024-12-23,CAMP_007,21,19305,2734
1519,CONT_01519,SocialMedia,438,2023-10-22,CAMP_004,2,9892,1117
1520,CONT_01520,Blog,187,2024-04-16,CAMP_006,2,10336,759
1521,CONT_01521,Video,412,2023-11-10,CAMP_004,45,11223,1776
1522,CONT_01522,Video,45,2023-11-19,CAMP_006,48,698,196
1523,CONT_01523,Newsletter,627,2024-11-06,CAMP_007,28,19274,4720
1524,CONT_01524,SocialMedia,2022,2024-03-24,CAMP_007,1,43602,4199
1525,CONT_01525,SocialMedia,1038,2023-03-02,CAMP_008,5,10475,2836
1526,CONT_01526,Blog,1086,2024-06-24,CAMP_007,18,17216,2639
1527,CONT_01527,Blog,1970,2024-09-04,CAMP_010,25,43441,9676
1528,CONT_01528,Newsletter,5250,2023-08-18,CAMP_010,50,43625,12449
1529,CONT_01529,SocialMedia,411,2024-06-23,CAMP_008,28,13324,3017
1530,CONT_01530,SocialMedia,622,2023-12-20,CAMP_009,8,26619,4326
1531,CONT_01531,Newsletter,2215,2023-04-15,CAMP_007,23,47680,7155
1532,CONT_01532,SocialMedia,86,2024-05-17,CAMP_010,46,16849,2774
1533,CONT_01533,SocialMedia,1510,2024-10-08,CAMP_006,9,32644,3864
1534,CONT_01534,Blog,106,2024-06-12,CAMP_005,39,34760,460
1535,CONT_01535,Newsletter,437,2023-10-24,CAMP_003,39,13408,3857
1536,CONT_01536,Video,325,2023-06-07,CAMP_007,43,26361,3848
1537,CONT_01537,Newsletter,67,2024-02-18,CAMP_008,30,6278,165
1538,CONT_01538,Newsletter,1825,2024-11-17,CAMP_004,45,35777,6821
1539,CONT_01539,Newsletter,56,2024-01-03,CAMP_010,29,4930,1296
1540,CONT_01540,Video,4667,2023-08-22,CAMP_004,3,33358,9457
1541,CONT_01541,Video,185,2024-11-15,CAMP_007,11,32344,4647
1542,CONT_01542,Video,70,2023-09-05,CAMP_003,18,8190,276
1543,CONT_01543,Newsletter,232,2024-06-24,CAMP_009,18,26028,2918
1544,CONT_01544,Blog,1621,2023-03-25,CAMP_004,10,27294,6229
1545,CONT_01545,Video,977,2023-07-06,CAMP_005,30,16111,3034
1546,CONT_01546,Newsletter,2862,2024-05-02,CAMP_003,26,39783,9073
1547,CONT_01547,Video,1142,2024-11-24,CAMP_005,15,30979,2341
1548,CONT_01548,Video,28,2024-09-28,CAMP_010,33,1043,63
1549,CONT_01549,Newsletter,4666,2023-06-14,CAMP_005,42,45507,11518
1550,CONT_01550,Video,146,2024-09-23,CAMP_001,20,21912,580
1551,CONT_01551,Newsletter,2497,2024-05-14,CAMP_006,18,23092,5955
1552,CONT_01552,SocialMedia,400,2023-10-28,CAMP_010,37,21575,1973
1553,CONT_01553,Newsletter,521,2024-08-10,CAMP_010,41,4530,1048
1554,CONT_01554,Newsletter,82,2024-12-15,CAMP_007,20,10297,708
1555,CONT_01555,Newsletter,341,2023-09-05,CAMP_004,3,6042,1598
1556,CONT_01556,Blog,39,2024-01-08,CAMP_001,31,1228,119
1557,CONT_01557,Newsletter,3139,2024-12-10,CAMP_007,45,40575,7756
1558,CONT_01558,SocialMedia,173,2023-04-21,CAMP_005,23,45843,684
1559,CONT_01559,SocialMedia,2444,2024-11-24,CAMP_001,8,25229,5367
1560,CONT_01560,Newsletter,19,2024-05-24,CAMP_006,1,5111,367
1561,CONT_01561,Blog,672,2023-12-23,CAMP_006,34,40599,10171
1562,CONT_01562,Video,157,2023-09-22,CAMP_005,21,14855,1334
1563,CONT_01563,Video,227,2023-07-05,CAMP_003,7,22698,1546
1564,CONT_01564,Video,2542,2023-10-14,CAMP_002,13,35632,10126
1565,CONT_01565,Video,2320,2024-09-06,CAMP_004,14,29809,6636
1566,CONT_01566,Blog,232,2024-08-20,CAMP_006,38,5686,698
1567,CONT_01567,Blog,2710,2024-11-20,CAMP_007,39,23386,6095
1568,CONT_01568,Video,115,2023-08-02,CAMP_007,8,1353,270
1569,CONT_01569,Blog,1203,2023-02-12,CAMP_009,42,34506,7991
1570,CONT_01570,Blog,58,2024-08-14,CAMP_010,15,13000,151
1571,CONT_01571,SocialMedia,461,2024-06-15,CAMP_010,39,21076,1134
1572,CONT_01572,Newsletter,25,2024-10-19,CAMP_003,36,38267,3893
1573,CONT_01573,Video,138,2024-01-03,CAMP_001,21,9970,356
1574,CONT_01574,Newsletter,1533,2023-04-20,CAMP_010,7,37176,3159
1575,CONT_01575,SocialMedia,289,2023-12-29,CAMP_009,37,3998,587
1576,CONT_01576,Newsletter,566,2024-07-15,CAMP_005,18,40690,9087
1577,CONT_01577,Blog,1762,2023-12-28,CAMP_005,30,16347,4503
1578,CONT_01578,Blog,1033,2024-10-18,CAMP_001,44,12738,3754
1579,CONT_01579,Video,2178,2024-04-28,CAMP_001,22,30473,5064
1580,CONT_01580,Newsletter,22,2024-01-16,CAMP_007,1,15248,274
1581,CONT_01581,Video,452,2024-01-05,CAMP_001,7,26146,7190
1582,CONT_01582,SocialMedia,5955,2023-08-15,CAMP_006,4,44591,12807
1583,CONT_01583,Newsletter,1550,2024-03-19,CAMP_001,24,25074,7093
1584,CONT_01584,Blog,140,2024-01-05,CAMP_006,45,40973,391
1585,CONT_01585,Newsletter,1752,2024-05-02,CAMP_010,45,32265,8861
1586,CONT_01586,SocialMedia,2006,2023-09-30,CAMP_004,30,39942,5102
1587,CONT_01587,SocialMedia,107,2023-11-30,CAMP_003,6,39400,732
1588,CONT_01588,Newsletter,41,2023-01-28,CAMP_003,30,1697,353
1589,CONT_01589,Newsletter,301,2023-11-12,CAMP_003,17,18325,4122
1590,CONT_01590,SocialMedia,171,2024-08-17,CAMP_001,9,7100,354
1591,CONT_01591,Newsletter,490,2024-05-11,CAMP_008,13,44654,2239
1592,CONT_01592,Blog,49,2024-07-04,CAMP_004,7,16839,110
1593,CONT_01593,Video,512,2024-06-30,CAMP_001,14,11148,1073
1594,CONT_01594,Video,380,2024-06-11,CAMP_008,17,13350,3072
1595,CONT_01595,SocialMedia,1662,2024-07-19,CAMP_007,27,27818,5291
1596,CONT_01596,Blog,176,2023-02-02,CAMP_001,46,22366,4586
1597,CONT_01597,Video,2874,2024-12-17,CAMP_004,35,38233,10824
1598,CONT_01598,Blog,227,2023-04-05,CAMP_006,18,24910,7137
1599,CONT_01599,SocialMedia,2738,2024-04-09,CAMP_009,7,45606,12277
1600,CONT_01600,Blog,446,2023-10-16,CAMP_009,34,30259,4534
1601,CONT_01601,Blog,312,2023-10-05,CAMP_007,27,42089,1920
1602,CONT_01602,Blog,2804,2023-09-16,CAMP_002,30,43610,9780
1603,CONT_01603,Blog,1498,2024-02-29,CAMP_003,26,27151,7576
1604,CONT_01604,Newsletter,1199,2023-11-18,CAMP_006,16,36760,5981
1605,CONT_01605,Newsletter,1785,2024-01-05,CAMP_010,40,33024,7022
1606,CONT_01606,Video,94,2023-08-23,CAMP_005,19,3485,222
1607,CONT_01607,SocialMedia,448,2023-07-05,CAMP_003,25,37268,1725
1608,CONT_01608,Newsletter,2524,2024-10-23,CAMP_002,34,33947,5124
1609,CONT_01609,Newsletter,666,2024-07-15,CAMP_009,15,25726,7312
1610,CONT_01610,Newsletter,254,2024-11-06,CAMP_006,49,22464,4453
1611,CONT_01611,SocialMedia,346,2024-10-07,CAMP_004,5,43639,5960
1612,CONT_01612,SocialMedia,123,2023-01-05,CAMP_003,32,7950,497
1613,CONT_01613,Video,944,2024-08-14,CAMP_004,29,19971,2562
1614,CONT_01614,SocialMedia,257,2024-01-25,CAMP_002,40,15354,953
1615,CONT_01615,Newsletter,544,2024-07-13,CAMP_006,43,11651,1468
1616,CONT_01616,Video,334,2024-12-23,CAMP_006,45,8372,932
1617,CONT_01617,Newsletter,1269,2024-04-02,CAMP_005,2,35084,7380
1618,CONT_01618,Newsletter,1186,2024-10-05,CAMP_007,7,31739,2531
1619,CONT_01619,Newsletter,1003,2024-08-26,CAMP_010,4,22883,3648
1620,CONT_01620,Newsletter,547,2023-06-02,CAMP_006,8,16419,2418
1621,CONT_01621,Blog,1077,2023-12-08,CAMP_006,5,39645,5231
1622,CONT_01622,SocialMedia,536,2024-03-18,CAMP_004,20,24691,1109
1623,CONT_01623,Video,696,2024-04-07,CAMP_001,42,28413,1477
1624,CONT_01624,Newsletter,323,2023-11-30,CAMP_004,16,8187,1296
1625,CONT_01625,Newsletter,744,2023-01-21,CAMP_002,24,23407,6957
1626,CONT_01626,Newsletter,1388,2023-04-22,CAMP_007,44,18593,3616
1627,CONT_01627,Video,476,2023-07-12,CAMP_008,28,23483,3933
1628,CONT_01628,Video,216,2023-10-01,CAMP_002,41,41072,1502
1629,CONT_01629,Newsletter,11,2024-05-13,CAMP_002,37,1522,366
1630,CONT_01630,Video,363,2023-04-15,CAMP_005,38,7193,1275
1631,CONT_01631,Video,5347,2024-01-03,CAMP_006,35,38669,11364
1632,CONT_01632,SocialMedia,1134,2023-02-07,CAMP_008,12,14438,3192
1633,CONT_01633,Newsletter,60,2024-07-01,CAMP_005,16,5604,1109
1634,CONT_01634,Blog,2178,2023-05-24,CAMP_008,46,35947,5144
1635,CONT_01635,SocialMedia,162,2024-09-10,CAMP_001,30,43238,430
1636,CONT_01636,Blog,1138,2023-09-14,CAMP_006,1,47912,6360
1637,CONT_01637,SocialMedia,10,2023-09-25,CAMP_006,46,949,146
1638,CONT_01638,Blog,271,2023-03-27,CAMP_009,31,40783,829
1639,CONT_01639,SocialMedia,73,2024-10-15,CAMP_007,16,2369,231
1640,CONT_01640,SocialMedia,350,2023-07-31,CAMP_008,15,30448,3053
1641,CONT_01641,Newsletter,144,2023-08-01,CAMP_003,42,21732,535
1642,CONT_01642,Newsletter,206,2023-09-24,CAMP_008,15,22254,4843
1643,CONT_01643,Video,224,2024-11-03,CAMP_006,17,9730,722
1644,CONT_01644,SocialMedia,586,2024-04-24,CAMP_004,50,23042,1763
1645,CONT_01645,Video,183,2024-11-05,CAMP_006,40,6827,448
1646,CONT_01646,Newsletter,334,2024-01-24,CAMP_001,46,28078,1020
1647,CONT_01647,Blog,3765,2023-06-10,CAMP_008,17,41273,11626
1648,CONT_01648,Blog,134,2023-04-28,CAMP_007,19,6379,579
1649,CONT_01649,Blog,739,2024-12-19,CAMP_004,28,40346,10124
1650,CONT_01650,Video,338,2023-06-10,CAMP_006,19,47501,859
1651,CONT_01651,SocialMedia,42,2024-07-06,CAMP_010,43,3262,472
1652,CONT_01652,SocialMedia,844,2024-01-04,CAMP_008,39,34621,4305
1653,CONT_01653,SocialMedia,2357,2023-11-04,CAMP_006,36,39618,5279
1654,CONT_01654,SocialMedia,504,2023-10-13,CAMP_008,21,4680,1362
1655,CONT_01655,SocialMedia,1887,2023-12-30,CAMP_007,24,41307,7344
1656,CONT_01656,Video,2738,2024-03-22,CAMP_004,35,34245,8456
1657,CONT_01657,SocialMedia,720,2024-04-09,CAMP_001,14,27228,3518
1658,CONT_01658,Blog,42,2024-10-04,CAMP_002,16,5629,393
1659,CONT_01659,SocialMedia,4048,2023-12-31,CAMP_004,42,46363,8501
1660,CONT_01660,Video,1057,2023-08-08,CAMP_006,19,20246,2403
1661,CONT_01661,Video,2319,2024-06-02,CAMP_009,46,30257,4777
1662,CONT_01662,SocialMedia,1160,2024-12-10,CAMP_003,24,34601,3330
1663,CONT_01663,SocialMedia,46,2024-09-30,CAMP_004,22,19266,1812
1664,CONT_01664,SocialMedia,75,2023-12-27,CAMP_002,32,22757,1466
1665,CONT_01665,SocialMedia,870,2023-01-22,CAMP_007,35,19277,3161
1666,CONT_01666,SocialMedia,218,2024-01-02,CAMP_008,50,17261,3902
1667,CONT_01667,Video,44,2023-02-17,CAMP_002,3,7407,120
1668,CONT_01668,SocialMedia,62,2023-05-24,CAMP_004,38,11138,785
1669,CONT_01669,Video,59,2024-03-03,CAMP_010,33,7486,782
1670,CONT_01670,SocialMedia,737,2023-09-23,CAMP_002,17,10546,2325
1671,CONT_01671,SocialMedia,954,2024-10-04,CAMP_003,27,27322,6757
1672,CONT_01672,SocialMedia,425,2024-05-01,CAMP_002,22,17806,2666
1673,CONT_01673,Blog,814,2024-05-15,CAMP_009,29,8668,2580
1674,CONT_01674,Newsletter,53,2023-05-08,CAMP_006,49,2612,130
1675,CONT_01675,Blog,772,2023-07-20,CAMP_003,46,28203,4940
1676,CONT_01676,Newsletter,1110,2024-02-29,CAMP_010,44,23786,6547
1677,CONT_01677,Blog,3025,2024-07-30,CAMP_004,6,47506,6388
1678,CONT_01678,Blog,179,2024-08-04,CAMP_008,16,22862,3690
1679,CONT_01679,SocialMedia,372,2023-10-28,CAMP_006,22,36426,1691
1680,CONT_01680,SocialMedia,1800,2024-10-16,CAMP_003,41,37146,7738
1681,CONT_01681,Newsletter,450,2023-12-04,CAMP_007,19,12437,3649
1682,CONT_01682,Blog,39,2024-09-29,CAMP_010,49,38725,3862
1683,CONT_01683,Newsletter,392,2023-01-13,CAMP_008,45,5631,1278
1684,CONT_01684,Newsletter,2342,2024-08-08,CAMP_010,37,37788,6472
1685,CONT_01685,SocialMedia,158,2024-07-29,CAMP_008,18,7593,555
1686,CONT_01686,Newsletter,316,2024-12-13,CAMP_001,3,15867,733
1687,CONT_01687,SocialMedia,241,2024-05-21,CAMP_006,34,24242,2809
1688,CONT_01688,Newsletter,692,2023-07-29,CAMP_004,11,30193,3502
1689,CONT_01689,Newsletter,3301,2024-02-23,CAMP_007,33,33575,9767
1690,CONT_01690,Newsletter,2219,2023-10-03,CAMP_004,5,35433,6095
1691,CONT_01691,Blog,61,2023-12-30,CAMP_002,20,4892,171
1692,CONT_01692,Video,1513,2024-01-08,CAMP_005,48,14049,3347
1693,CONT_01693,SocialMedia,908,2024-05-22,CAMP_002,43,22776,2947
1694,CONT_01694,Blog,348,2023-05-28,CAMP_008,22,45085,951
1695,CONT_01695,Newsletter,2718,2024-07-15,CAMP_007,40,41763,8992
1696,CONT_01696,Newsletter,1236,2023-07-28,CAMP_005,11,22240,4321
1697,CONT_01697,SocialMedia,1375,2023-06-21,CAMP_002,11,37683,4580
1698,CONT_01698,Video,195,2024-03-10,CAMP_003,42,36427,7148
1699,CONT_01699,Blog,574,2023-02-15,CAMP_005,4,34066,1811
1700,CONT_01700,Blog,159,2023-01-03,CAMP_006,4,20290,900
1701,CONT_01701,Video,257,2024-11-21,CAMP_005,31,5690,1491
1702,CONT_01702,Video,3299,2023-08-13,CAMP_007,17,39913,11322
1703,CONT_01703,Blog,853,2023-11-07,CAMP_008,9,11756,3342
1704,CONT_01704,Video,1442,2024-08-11,CAMP_003,19,45675,3641
1705,CONT_01705,Video,63,2023-10-24,CAMP_003,17,47941,6568
1706,CONT_01706,Blog,154,2024-12-25,CAMP_005,9,5982,978
1707,CONT_01707,Video,2172,2024-10-28,CAMP_006,49,37934,6606
1708,CONT_01708,SocialMedia,1459,2023-01-20,CAMP_010,7,28844,8293
1709,CONT_01709,Blog,808,2023-05-06,CAMP_005,11,20597,3197
1710,CONT_01710,Blog,15,2023-01-09,CAMP_010,49,32495,76
1711,CONT_01711,Newsletter,121,2024-11-21,CAMP_004,23,1503,360
1712,CONT_01712,Blog,2560,2023-03-21,CAMP_002,31,45476,5262
1713,CONT_01713,Video,235,2023-02-26,CAMP_003,43,15949,1010
1714,CONT_01714,Video,1951,2023-01-02,CAMP_009,25,16179,4136
1715,CONT_01715,Blog,967,2024-05-05,CAMP_006,36,42912,3911
1716,CONT_01716,Newsletter,488,2023-03-30,CAMP_008,9,24603,1674
1717,CONT_01717,Blog,255,2023-08-21,CAMP_001,1,21689,1937
1718,CONT_01718,SocialMedia,401,2024-08-12,CAMP_007,18,12713,1428
1719,CONT_01719,Newsletter,70,2023-03-13,CAMP_002,23,4900,440
1720,CONT_01720,Blog,1259,2023-10-25,CAMP_009,49,33474,3765
1721,CONT_01721,Video,818,2023-03-30,CAMP_006,20,27517,7133
1722,CONT_01722,SocialMedia,115,2024-10-19,CAMP_005,45,40797,530
1723,CONT_01723,Blog,1570,2024-10-17,CAMP_006,13,23816,6775
1724,CONT_01724,Newsletter,112,2023-11-10,CAMP_007,46,6264,474
1725,CONT_01725,SocialMedia,1340,2023-06-22,CAMP_003,33,49448,4989
1726,CONT_01726,SocialMedia,896,2023-11-13,CAMP_009,43,21807,5677
1727,CONT_01727,Video,3670,2024-09-19,CAMP_010,14,47469,9808
1728,CONT_01728,Video,907,2024-04-12,CAMP_006,36,27129,2960
1729,CONT_01729,SocialMedia,371,2023-05-03,CAMP_010,32,14996,2888
1730,CONT_01730,Blog,23,2024-03-19,CAMP_005,6,25899,2460
1731,CONT_01731,SocialMedia,6056,2024-10-18,CAMP_002,21,45855,12938
1732,CONT_01732,Video,952,2024-05-30,CAMP_004,1,20696,2190
1733,CONT_01733,Newsletter,35,2023-07-21,CAMP_003,32,1452,104
1734,CONT_01734,Blog,481,2023-09-16,CAMP_002,2,43146,4462
1735,CONT_01735,Video,3261,2023-07-25,CAMP_007,20,40162,10347
1736,CONT_01736,SocialMedia,161,2023-07-11,CAMP_007,17,10513,3041
1737,CONT_01737,Video,508,2024-03-04,CAMP_009,42,13784,1637
1738,CONT_01738,Newsletter,2709,2023-11-10,CAMP_007,31,28909,7894
1739,CONT_01739,SocialMedia,2915,2023-07-19,CAMP_001,6,34173,6740
1740,CONT_01740,SocialMedia,639,2024-07-28,CAMP_009,9,9189,2049
1741,CONT_01741,Blog,30,2024-03-03,CAMP_008,8,576,71
1742,CONT_01742,Newsletter,395,2024-07-07,CAMP_006,8,40012,4688
1743,CONT_01743,Video,262,2024-03-01,CAMP_001,14,23744,3510
1744,CONT_01744,Video,625,2024-02-12,CAMP_001,27,21883,5711
1745,CONT_01745,SocialMedia,2329,2023-11-17,CAMP_007,5,33381,7560
1746,CONT_01746,Video,82,2024-01-25,CAMP_007,5,49869,226
1747,CONT_01747,Video,333,2023-12-12,CAMP_008,34,41174,3162
1748,CONT_01748,Blog,187,2024-03-09,CAMP_010,1,33574,5538
1749,CONT_01749,SocialMedia,1833,2023-10-20,CAMP_008,48,46601,12670
1750,CONT_01750,Blog,130,2023-08-06,CAMP_001,42,3728,331
1751,CONT_01751,SocialMedia,2980,2024-10-15,CAMP_010,22,35113,10295
1752,CONT_01752,Blog,325,2023-02-06,CAMP_008,10,9628,2477
1753,CONT_01753,SocialMedia,390,2024-07-20,CAMP_003,15,13912,2036
1754,CONT_01754,SocialMedia,2953,2023-03-11,CAMP_002,45,40954,11121
1755,CONT_01755,Blog,4782,2024-05-24,CAMP_008,16,41556,10208
1756,CONT_01756,Newsletter,1607,2024-03-24,CAMP_009,11,29270,7714
1757,CONT_01757,SocialMedia,2410,2023-07-06,CAMP_003,38,42103,9083
1758,CONT_01758,Newsletter,223,2023-11-08,CAMP_005,44,27245,2745
1759,CONT_01759,Video,951,2023-10-05,CAMP_004,2,25194,2825
1760,CONT_01760,Newsletter,145,2023-03-08,CAMP_005,44,2021,441
1761,CONT_01761,Video,1020,2024-08-24,CAMP_009,45,40765,10310
1762,CONT_01762,Newsletter,1218,2024-06-10,CAMP_002,5,11849,3502
1763,CONT_01763,SocialMedia,44,2023-09-01,CAMP_004,38,808,182
1764,CONT_01764,Blog,572,2023-04-29,CAMP_002,45,6016,1236
1765,CONT_01765,Newsletter,31,2024-10-02,CAMP_006,1,16830,1647
1766,CONT_01766,Newsletter,1401,2023-02-24,CAMP_005,19,18821,4731
1767,CONT_01767,SocialMedia,109,2024-08-27,CAMP_003,37,11694,1856
1768,CONT_01768,Blog,1090,2023-04-25,CAMP_007,6,34584,4653
1769,CONT_01769,Newsletter,3323,2023-07-03,CAMP_005,4,45317,6742
1770,CONT_01770,Video,248,2023-05-16,CAMP_004,33,8014,1802
1771,CONT_01771,Blog,71,2024-12-30,CAMP_005,5,1414,213
1772,CONT_01772,Blog,660,2023-06-29,CAMP_007,47,27430,7645
1773,CONT_01773,Video,141,2024-01-04,CAMP_009,14,8506,1386
1774,CONT_01774,Video,654,2024-05-19,CAMP_009,5,28787,3888
1775,CONT_01775,Blog,850,2024-05-27,CAMP_005,31,18721,3603
1776,CONT_01776,Blog,1279,2023-03-02,CAMP_002,50,11680,2854
1777,CONT_01777,Blog,837,2023-12-13,CAMP_009,50,40079,10681
1778,CONT_01778,Video,386,2024-06-22,CAMP_002,8,6951,1178
1779,CONT_01779,Blog,43,2023-07-15,CAMP_006,16,25664,423
1780,CONT_01780,Video,2096,2023-06-16,CAMP_009,38,39300,6557
1781,CONT_01781,Blog,147,2023-04-27,CAMP_003,45,18239,444
1782,CONT_01782,SocialMedia,214,2024-05-22,CAMP_007,26,15429,718
1783,CONT_01783,Blog,297,2024-08-20,CAMP_003,30,6731,863
1784,CONT_01784,Video,377,2024-07-12,CAMP_002,40,34092,7584
1785,CONT_01785,SocialMedia,639,2024-05-25,CAMP_008,48,35351,3810
1786,CONT_01786,Blog,30,2023-09-19,CAMP_008,15,6314,75
1787,CONT_01787,Blog,104,2024-06-13,CAMP_003,7,36856,551
1788,CONT_01788,SocialMedia,315,2024-06-07,CAMP_003,20,5652,1477
1789,CONT_01789,Blog,31,2023-10-08,CAMP_005,20,20219,1967
1790,CONT_01790,Newsletter,4832,2023-10-31,CAMP_003,21,35399,10319
1791,CONT_01791,Newsletter,15,2023-04-04,CAMP_010,29,38487,307
1792,CONT_01792,Newsletter,1862,2023-09-10,CAMP_005,24,48366,10028
1793,CONT_01793,Blog,101,2024-11-13,CAMP_002,13,7315,1541
1794,CONT_01794,Blog,1608,2023-03-14,CAMP_008,1,29551,6422
1795,CONT_01795,Newsletter,711,2024-02-16,CAMP_009,47,7464,1638
1796,CONT_01796,Video,2215,2024-11-21,CAMP_003,42,20869,5703
1797,CONT_01797,Blog,528,2024-06-27,CAMP_005,50,34723,8057
1798,CONT_01798,Blog,2361,2024-02-07,CAMP_010,9,35532,6427
1799,CONT_01799,SocialMedia,124,2023-12-01,CAMP_006,29,17173,2147
1800,CONT_01800,SocialMedia,1899,2023-06-25,CAMP_002,15,20756,4133
1801,CONT_01801,Newsletter,635,2023-01-27,CAMP_010,5,43106,6664
1802,CONT_01802,Newsletter,1216,2023-04-23,CAMP_008,48,43820,4514
1803,CONT_01803,SocialMedia,39,2023-03-06,CAMP_008,4,4974,1328
1804,CONT_01804,Newsletter,1004,2024-03-24,CAMP_003,7,35039,6208
1805,CONT_01805,Video,1735,2023-12-21,CAMP_009,17,38246,3580
1806,CONT_01806,Blog,90,2024-01-10,CAMP_008,6,20470,3993
1807,CONT_01807,SocialMedia,719,2024-01-29,CAMP_005,7,21316,3230
1808,CONT_01808,Newsletter,947,2023-04-08,CAMP_006,30,26043,3487
1809,CONT_01809,Blog,29,2024-05-21,CAMP_001,7,8290,624
1810,CONT_01810,Blog,1580,2024-01-12,CAMP_010,28,41525,8675
1811,CONT_01811,Newsletter,848,2023-07-06,CAMP_006,47,12674,3343
1812,CONT_01812,Video,330,2023-12-24,CAMP_001,46,30674,6948
1813,CONT_01813,SocialMedia,4214,2024-10-23,CAMP_005,35,40306,10340
1814,CONT_01814,Blog,526,2024-03-17,CAMP_009,48,27880,1124
1815,CONT_01815,SocialMedia,296,2023-05-29,CAMP_003,38,17072,1722
1816,CONT_01816,Newsletter,136,2024-12-08,CAMP_001,5,14714,1121
1817,CONT_01817,SocialMedia,1789,2023-01-10,CAMP_010,1,38703,8965
1818,CONT_01818,Video,1919,2024-03-06,CAMP_006,36,16705,4063
1819,CONT_01819,Video,140,2023-04-19,CAMP_005,3,43512,9343
1820,CONT_01820,Video,14,2023-12-27,CAMP_008,36,48720,56
1821,CONT_01821,Newsletter,6570,2024-09-04,CAMP_001,40,48952,13433
1822,CONT_01822,Video,954,2024-09-08,CAMP_010,1,9872,2844
1823,CONT_01823,Video,288,2024-09-01,CAMP_010,8,26382,5003
1824,CONT_01824,SocialMedia,2183,2024-07-07,CAMP_004,25,28023,4419
1825,CONT_01825,SocialMedia,432,2024-12-18,CAMP_004,25,27675,1352
1826,CONT_01826,Newsletter,476,2024-12-27,CAMP_008,21,31630,1139
1827,CONT_01827,SocialMedia,4683,2024-12-24,CAMP_005,44,47414,11208
1828,CONT_01828,SocialMedia,376,2023-10-06,CAMP_009,41,41314,1676
1829,CONT_01829,Newsletter,697,2024-10-13,CAMP_005,7,36164,1490
1830,CONT_01830,SocialMedia,920,2024-04-28,CAMP_001,24,11238,3306
1831,CONT_01831,Blog,1394,2023-02-11,CAMP_006,28,31464,5585
1832,CONT_01832,SocialMedia,566,2024-07-03,CAMP_009,43,35514,1366
1833,CONT_01833,Newsletter,3024,2023-01-26,CAMP_002,15,39279,11774
1834,CONT_01834,Blog,954,2023-03-05,CAMP_008,18,13666,2202
1835,CONT_01835,Blog,16,2023-09-04,CAMP_005,40,11525,139
1836,CONT_01836,Video,1127,2024-11-10,CAMP_002,20,49464,2908
1837,CONT_01837,Blog,496,2024-06-29,CAMP_007,44,12093,1327
1838,CONT_01838,SocialMedia,451,2024-02-25,CAMP_003,31,29338,3080
1839,CONT_01839,SocialMedia,104,2023-09-05,CAMP_005,21,33369,9396
1840,CONT_01840,Video,2330,2023-09-12,CAMP_003,5,43445,8242
1841,CONT_01841,Blog,1222,2024-09-07,CAMP_007,36,39419,5323
1842,CONT_01842,Newsletter,127,2024-04-28,CAMP_010,1,30679,3133
1843,CONT_01843,Blog,4113,2023-10-13,CAMP_007,29,47760,9407
1844,CONT_01844,Newsletter,157,2024-01-17,CAMP_002,6,1757,355
1845,CONT_01845,Blog,1503,2023-06-16,CAMP_006,31,23509,3359
1846,CONT_01846,Newsletter,19,2024-06-23,CAMP_001,23,4219,118
1847,CONT_01847,Newsletter,2823,2024-01-18,CAMP_001,2,39188,11567
1848,CONT_01848,Blog,160,2023-12-19,CAMP_007,50,20017,2296
1849,CONT_01849,Newsletter,196,2024-04-04,CAMP_003,32,3204,433
1850,CONT_01850,Video,20,2023-04-27,CAMP_008,21,12780,139
1851,CONT_01851,SocialMedia,1165,2024-12-18,CAMP_001,21,37289,3525
1852,CONT_01852,SocialMedia,338,2024-05-04,CAMP_007,45,8202,979
1853,CONT_01853,Blog,766,2023-01-05,CAMP_004,10,44084,7527
1854,CONT_01854,Video,1599,2023-05-25,CAMP_004,42,40335,3216
1855,CONT_01855,Newsletter,1732,2024-05-18,CAMP_008,40,32063,6040
1856,CONT_01856,Video,2243,2023-11-29,CAMP_004,12,25925,7139
1857,CONT_01857,Video,1168,2023-06-09,CAMP_007,42,19737,4189
1858,CONT_01858,Blog,1960,2024-10-10,CAMP_005,28,29421,5931
1859,CONT_01859,Video,3606,2024-07-16,CAMP_006,26,44851,12335
1860,CONT_01860,Video,1480,2023-10-11,CAMP_003,29,46082,9581
1861,CONT_01861,SocialMedia,753,2023-04-04,CAMP_007,23,35768,2137
1862,CONT_01862,SocialMedia,4005,2023-08-01,CAMP_006,7,34668,8086
1863,CONT_01863,Blog,3231,2023-09-04,CAMP_005,41,31992,8738
1864,CONT_01864,Blog,2734,2024-05-11,CAMP_008,20,37186,7888
1865,CONT_01865,Newsletter,922,2024-11-05,CAMP_002,2,13399,2442
1866,CONT_01866,SocialMedia,3502,2023-07-03,CAMP_008,32,35685,7239
1867,CONT_01867,Newsletter,2219,2024-06-01,CAMP_009,43,27357,5517
1868,CONT_01868,Newsletter,2326,2023-06-28,CAMP_001,22,47329,12874
1869,CONT_01869,Blog,1105,2023-10-31,CAMP_007,12,21760,3905
1870,CONT_01870,SocialMedia,278,2024-02-21,CAMP_006,6,27058,1764
1871,CONT_01871,Newsletter,248,2023-03-29,CAMP_003,5,7924,1467
1872,CONT_01872,Video,1468,2024-06-17,CAMP_003,41,44845,3874
