journeyid,customerid,productid,visitdate,stage,action,duration
1971,338,40,2024-01-08,Purchase,Purchase,250.8
3263,338,43,2024-10-18,Purchase,Purchase,532.0
1896,338,44,2023-08-07,ProductPage,View,490.7
461,338,45,2023-10-11,Checkout,Drop-off,
1105,338,45,2024-04-22,Purchase,Purchase,450.7
558,338,50,2024-08-01,Homepage,View,106.8
357,339,17,2023-09-09,Purchase,Purchase,223.3
3266,339,18,2023-04-06,Purchase,Purchase,381.9
3751,339,35,2024-04-18,Homepage,Drop-off,
207,339,37,2023-03-22,Purchase,Purchase,132.5
3737,339,48,2024-04-23,Checkout,Drop-off,
1038,340,4,2023-04-23,Homepage,Drop-off,
779,340,7,2024-11-15,Checkout,Drop-off,
661,340,32,2024-09-20,Homepage,Click,294.6
1307,340,43,2023-03-21,Checkout,Drop-off,
650,340,45,2023-08-17,Homepage,Click,298.2
1777,341,4,2024-04-12,ProductPage,Drop-off,
582,341,6,2024-11-14,Homepage,View,434.0
378,341,9,2023-12-18,Checkout,Purchase,511.6
2580,341,9,2024-07-01,Purchase,Purchase,524.4
1692,341,19,2024-10-22,ProductPage,Click,337.5
1260,341,22,2024-03-08,Purchase,Purchase,187.5
971,341,24,2024-03-07,Homepage,View,344.9
3111,341,41,2023-09-05,ProductPage,AddToCart,577.4
1485,341,47,2023-03-04,ProductPage,View,322.7
228,342,5,2024-12-31,ProductPage,AddToCart,540.8
352,342,17,2024-10-28,ProductPage,View,491.8
1345,342,24,2024-02-12,ProductPage,AddToCart,17.2
3795,342,25,2023-07-17,Checkout,Purchase,547.3
3729,342,47,2023-11-11,Purchase,Purchase,528.9
3049,343,20,2023-06-15,Purchase,Purchase,24.4
2991,343,32,2024-05-16,Purchase,Purchase,184.3
2862,343,37,2023-01-27,Purchase,Purchase,327.7
2044,343,38,2024-09-01,Checkout,Drop-off,
3789,343,48,2024-06-11,Purchase,Purchase,255.8
1928,344,9,2023-06-19,Homepage,Drop-off,
3656,344,24,2023-05-16,Homepage,Click,558.9
2123,344,24,2023-09-25,Checkout,Purchase,325.7
739,344,26,2024-03-08,Homepage,View,366.1
3407,344,46,2024-09-19,Purchase,Purchase,57.4
2198,344,49,2023-01-12,Checkout,AddToCart,30.3
1840,344,50,2023-07-25,Purchase,Purchase,563.9
2124,345,1,2023-02-13,Purchase,Purchase,550.2
1511,345,4,2024-03-07,ProductPage,AddToCart,115.8
893,345,9,2024-01-22,ProductPage,View,469.3
3084,345,9,2024-12-28,ProductPage,Click,78.1
2512,345,11,2024-09-07,Checkout,Drop-off,
284,345,20,2023-04-07,Purchase,Purchase,495.3
2808,345,32,2024-03-23,Checkout,Purchase,504.5
2560,345,46,2024-09-10,Purchase,Purchase,33.5
239,345,48,2023-12-26,Purchase,Purchase,343.5
201,345,48,2024-07-23,ProductPage,AddToCart,402.9
2968,345,50,2023-03-17,Checkout,Drop-off,
1887,346,6,2023-06-03,Homepage,View,126.6
793,346,8,2024-02-05,Purchase,Purchase,270.7
3253,346,11,2023-03-30,Purchase,Purchase,18.8
718,346,14,2024-02-05,Purchase,Purchase,261.2
1339,346,21,2024-12-18,Homepage,Click,188.5
1833,346,25,2024-11-29,Checkout,AddToCart,419.8
766,346,30,2024-12-20,Purchase,Purchase,116.4
2232,346,35,2023-08-10,Purchase,Purchase,488.8
2443,346,38,2024-11-12,ProductPage,AddToCart,79.6
3528,346,43,2024-02-10,Homepage,View,394.2
577,347,7,2023-02-05,Homepage,View,502.8
3682,347,13,2024-09-02,Checkout,AddToCart,204.5
683,347,33,2023-05-20,Purchase,Purchase,409.3
116,347,38,2023-03-04,Purchase,Purchase,113.8
2083,347,39,2024-08-25,Purchase,Purchase,81.2
2581,348,19,2023-10-07,Homepage,Click,86.6
508,348,32,2023-02-19,Homepage,Click,392.4
1354,348,37,2023-01-15,Checkout,Drop-off,
1439,348,37,2023-02-27,Homepage,Click,196.7
75,348,41,2024-01-31,Purchase,Purchase,536.9
3716,349,4,2024-10-23,ProductPage,Drop-off,
2569,349,7,2023-07-04,Homepage,Drop-off,
3947,349,8,2023-03-15,Purchase,Purchase,185.9
3107,349,9,2023-09-17,Purchase,Purchase,518.5
2453,349,10,2023-09-06,ProductPage,Click,43.1
1361,349,11,2024-12-14,Purchase,Purchase,507.9
571,349,11,2024-12-21,Homepage,View,226.3
2713,349,34,2023-01-01,Purchase,Purchase,477.5
1210,349,44,2023-05-05,Purchase,Purchase,72.6
323,350,3,2023-08-20,Purchase,Purchase,487.0
633,350,13,2024-05-25,ProductPage,View,145.2
2392,350,18,2023-07-15,ProductPage,Drop-off,
1933,350,27,2023-03-20,Homepage,Drop-off,
2064,350,38,2024-05-20,ProductPage,AddToCart,78.5
3565,350,42,2023-11-26,Purchase,Purchase,305.1
1879,350,44,2024-01-01,Homepage,Click,511.3
1734,350,45,2023-06-25,Homepage,View,258.7
1579,350,46,2023-06-14,Purchase,Purchase,533.9
1447,350,46,2024-08-26,Checkout,Drop-off,
1151,351,6,2024-01-15,Homepage,Click,335.7
2833,351,8,2024-12-05,Purchase,Purchase,151.9
1951,351,15,2023-08-18,Purchase,Purchase,205.1
2151,351,18,2024-10-05,Homepage,Click,241.1
366,351,23,2023-03-15,Checkout,AddToCart,378.1
3006,351,28,2023-04-17,ProductPage,Click,467.4
289,351,32,2023-05-07,Checkout,Drop-off,
110,351,32,2023-10-10,Homepage,Drop-off,
1979,351,34,2023-10-13,ProductPage,Drop-off,
2936,351,41,2024-10-19,Homepage,View,157.3
127,351,45,2024-04-15,Checkout,Purchase,96.3
320,351,46,2023-01-20,Homepage,Drop-off,
1836,351,49,2023-11-04,Purchase,Purchase,547.6
2017,352,14,2024-12-31,Purchase,Purchase,161.2
1042,352,15,2023-08-04,Homepage,Click,123.7
457,352,21,2023-10-14,Checkout,Drop-off,
3022,352,24,2024-12-30,Checkout,Purchase,79.2
2070,352,28,2023-06-07,Homepage,Drop-off,
68,352,48,2023-06-01,Homepage,View,459.2
3633,353,13,2024-04-16,Checkout,Drop-off,
33,353,18,2024-05-03,Purchase,Purchase,268.5
2382,353,22,2024-01-30,Purchase,Purchase,160.3
2383,353,32,2024-03-02,ProductPage,View,86.3
3617,354,1,2024-03-01,Purchase,Purchase,121.8
586,354,3,2023-09-21,Checkout,AddToCart,422.4
159,354,10,2023-05-26,ProductPage,Drop-off,
3030,354,20,2024-01-03,ProductPage,Click,232.6
2236,354,22,2024-07-02,Homepage,View,198.3
13,354,33,2023-04-24,Purchase,Purchase,537.3
728,354,34,2023-12-02,Homepage,Drop-off,
1373,354,35,2023-11-01,Checkout,AddToCart,194.0
2716,354,38,2023-08-10,Purchase,Purchase,312.7
1664,354,44,2023-07-30,Checkout,Purchase,108.3
3000,354,44,2024-12-07,Purchase,Purchase,89.7
1735,354,45,2024-08-13,Homepage,Click,350.0
3114,354,46,2024-10-19,Homepage,Click,442.9
3836,355,8,2023-08-11,Purchase,Purchase,61.2
1448,355,46,2023-10-12,Homepage,Click,253.5
502,355,48,2024-03-18,Homepage,Click,240.1
2465,356,14,2024-01-12,Purchase,Purchase,530.9
87,356,15,2023-12-09,Purchase,Purchase,497.3
2813,356,18,2024-06-16,Homepage,View,403.9
3558,356,31,2024-05-21,Purchase,Purchase,553.5
850,356,36,2023-06-02,Checkout,Drop-off,
1949,356,44,2023-03-19,Purchase,Purchase,288.2
2531,356,44,2023-10-04,Purchase,Purchase,513.6
102,357,5,2023-02-26,Checkout,Purchase,393.6
1710,357,5,2023-07-23,Homepage,View,248.7
2977,357,11,2024-08-13,Homepage,View,421.5
2211,357,16,2024-05-05,Checkout,Drop-off,
1280,357,24,2024-07-20,ProductPage,Click,69.0
1596,357,25,2023-04-20,Checkout,Purchase,121.8
1702,357,25,2023-08-17,Checkout,Purchase,434.2
3589,357,38,2024-06-20,Purchase,Purchase,502.6
264,357,38,2024-07-02,ProductPage,Drop-off,
1297,357,39,2024-03-11,ProductPage,Click,237.0
2848,357,47,2023-01-07,Purchase,Purchase,253.0
2790,357,47,2023-03-02,ProductPage,View,345.7
287,358,9,2023-05-19,Purchase,Purchase,394.8
3,358,9,2023-10-31,Homepage,View,42.8
881,358,15,2024-05-05,Homepage,View,573.1
2181,359,2,2023-06-19,Checkout,Drop-off,
1926,359,2,2024-02-20,Purchase,Purchase,35.6
3463,359,7,2023-03-24,Purchase,Purchase,258.2
2460,359,8,2023-11-21,Purchase,Purchase,173.9
3201,359,11,2024-05-20,ProductPage,Click,79.5
963,359,26,2024-04-01,ProductPage,Drop-off,
3438,359,35,2024-03-26,Checkout,Drop-off,
973,359,47,2024-05-29,ProductPage,View,97.7
440,359,48,2023-12-01,Checkout,Purchase,90.3
2144,360,2,2024-09-27,Purchase,Purchase,144.9
910,360,11,2023-02-20,Purchase,Purchase,98.1
3674,360,16,2024-07-05,ProductPage,View,427.9
2154,360,19,2023-12-19,Purchase,Purchase,362.7
1165,360,19,2024-09-13,Purchase,Purchase,476.8
3867,360,48,2024-12-12,Homepage,Click,180.2
1712,361,5,2023-04-03,Checkout,Drop-off,
1789,361,9,2023-07-24,Homepage,View,265.5
3772,361,11,2024-01-13,Checkout,Purchase,485.2
2908,361,12,2024-12-24,ProductPage,Click,243.1
2654,361,13,2023-08-02,Checkout,Purchase,476.6
434,361,15,2023-06-10,Checkout,Drop-off,
3677,361,17,2023-10-08,Homepage,Drop-off,
3641,361,20,2023-11-18,Purchase,Purchase,486.6
957,361,28,2024-09-02,Checkout,Purchase,206.9
3042,361,31,2024-05-08,ProductPage,View,415.6
3144,361,33,2024-06-25,Homepage,Click,102.5
2550,361,41,2023-01-02,Homepage,View,185.0
1944,361,47,2024-07-09,Purchase,Purchase,531.4
2385,362,5,2023-07-17,Purchase,Purchase,385.4
1948,362,22,2024-06-06,Checkout,Drop-off,
1673,362,23,2023-05-06,Homepage,Drop-off,
3053,362,33,2024-11-09,Purchase,Purchase,277.9
416,362,34,2023-11-22,ProductPage,Drop-off,
840,362,37,2024-09-30,Purchase,Purchase,231.8
1123,363,5,2023-11-21,ProductPage,View,486.6
3744,363,30,2024-08-20,Checkout,Drop-off,
1950,363,31,2024-06-10,Homepage,Drop-off,
2571,363,33,2024-04-11,Checkout,Drop-off,
2766,364,4,2023-11-18,Homepage,Drop-off,
1834,364,11,2023-08-18,Checkout,Drop-off,
805,364,11,2024-08-23,Checkout,Drop-off,
2747,364,13,2024-12-18,Homepage,Click,85.3
3446,364,22,2024-09-06,ProductPage,Drop-off,
3955,364,26,2024-01-14,Checkout,AddToCart,574.2
1491,364,32,2024-04-06,ProductPage,Click,81.6
1722,364,40,2024-03-20,Checkout,Drop-off,
707,364,42,2023-05-09,Homepage,Click,42.9
1560,364,46,2023-05-25,Checkout,Purchase,532.8
1136,364,50,2023-10-14,Purchase,Purchase,75.5
1998,365,11,2023-05-07,Homepage,View,319.1
925,365,19,2023-05-10,Checkout,Purchase,59.0
3953,365,21,2024-12-16,Checkout,Purchase,317.9
380,365,40,2023-10-22,ProductPage,Click,80.0
3723,366,29,2024-11-20,Checkout,AddToCart,368.4
628,366,35,2023-07-09,Purchase,Purchase,338.1
497,366,41,2023-07-19,Homepage,View,201.7
2831,366,43,2024-06-16,Checkout,Purchase,525.4
2895,366,47,2023-09-30,Purchase,Purchase,78.6
1883,366,48,2023-02-18,Purchase,Purchase,532.7
3785,366,49,2024-11-17,Homepage,Drop-off,
820,367,1,2024-05-31,Homepage,Click,190.9
1402,367,26,2024-02-06,Purchase,Purchase,528.9
3293,367,39,2023-08-25,Purchase,Purchase,542.8
3140,367,41,2023-04-07,Purchase,Purchase,366.1
3495,367,43,2024-04-24,ProductPage,Drop-off,
1662,367,47,2023-06-04,Purchase,Purchase,495.0
162,367,48,2024-10-23,Purchase,Purchase,56.7
3780,367,49,2023-02-12,Homepage,Drop-off,
3102,368,3,2023-12-06,Homepage,Click,314.4
321,368,8,2024-09-20,Purchase,Purchase,71.2
1350,368,15,2023-01-30,ProductPage,View,380.4
1265,368,15,2023-10-25,ProductPage,Drop-off,
3830,368,20,2023-11-23,Checkout,AddToCart,459.1
712,368,26,2024-08-17,ProductPage,Click,148.7
2223,368,27,2023-09-27,ProductPage,AddToCart,75.4
1418,368,34,2023-03-13,Homepage,View,266.1
3960,369,6,2023-01-23,Homepage,Drop-off,
532,369,13,2023-05-27,Homepage,Click,265.1
2620,369,17,2024-09-18,Purchase,Purchase,194.3
245,369,22,2023-10-06,Homepage,View,285.3
1848,369,26,2024-09-02,Homepage,View,213.2
3355,369,31,2023-07-27,Checkout,AddToCart,148.5
3157,369,39,2023-05-16,ProductPage,Click,275.0
721,369,44,2023-10-05,Checkout,Drop-off,
2249,369,47,2024-11-08,Checkout,Drop-off,
480,370,4,2024-08-04,Checkout,AddToCart,294.9
20,370,5,2023-01-08,Homepage,Click,287.4
477,370,17,2023-12-18,ProductPage,Click,397.8
2193,370,27,2023-04-20,Checkout,Drop-off,
1391,370,30,2023-01-13,Checkout,AddToCart,449.2
109,370,30,2023-12-15,Homepage,View,421.8
944,370,47,2024-07-07,Checkout,Drop-off,
643,370,48,2023-11-18,Checkout,AddToCart,553.1
717,370,49,2023-06-20,Purchase,Purchase,454.4
2389,371,5,2024-06-24,Checkout,Drop-off,
3913,371,15,2024-06-16,ProductPage,Click,393.6
96,371,19,2023-01-26,Checkout,Drop-off,
3228,371,19,2024-10-15,ProductPage,View,118.0
3732,371,24,2024-09-07,Checkout,Purchase,558.1
1758,371,34,2023-07-30,ProductPage,View,525.4
3646,371,37,2023-08-18,Checkout,Drop-off,
2822,371,46,2023-03-04,Purchase,Purchase,519.2
748,371,46,2024-12-31,ProductPage,Click,70.3
2888,371,47,2023-04-14,Checkout,Drop-off,
2125,371,48,2023-06-29,ProductPage,Drop-off,
3133,371,50,2024-08-26,Homepage,View,407.6
1501,371,50,2024-10-14,Purchase,Purchase,150.2
331,372,2,2024-09-27,Homepage,Drop-off,
716,372,11,2023-06-04,Checkout,AddToCart,558.1
689,372,27,2023-03-13,ProductPage,View,332.7
3797,372,37,2023-04-15,ProductPage,Click,109.3
2306,372,41,2024-04-30,Purchase,Purchase,343.6
1990,372,49,2024-06-25,ProductPage,Click,501.8
3344,373,3,2024-10-17,Purchase,Purchase,41.7
1203,373,4,2024-02-02,Checkout,Purchase,171.3
3148,373,8,2023-12-20,Checkout,Drop-off,
3665,373,19,2024-12-26,Purchase,Purchase,523.6
2765,373,29,2024-08-16,ProductPage,View,438.9
2482,373,34,2024-10-13,ProductPage,View,82.9
562,374,1,2024-08-31,Homepage,Click,73.2
2807,374,10,2024-12-12,Homepage,View,160.7
1266,374,15,2023-05-10,Purchase,Purchase,161.0
989,374,16,2024-08-13,Checkout,Purchase,598.7
2049,374,19,2024-09-02,Homepage,Drop-off,
1495,374,29,2023-01-13,Purchase,Purchase,405.8
3602,374,38,2023-12-23,Homepage,View,522.0
1074,374,39,2024-10-29,Checkout,Purchase,377.8
3688,374,42,2024-01-18,Homepage,Click,13.0
3556,375,4,2024-01-06,ProductPage,Click,221.5
3902,375,4,2024-07-07,ProductPage,View,450.6
1757,375,5,2024-12-01,Purchase,Purchase,576.0
25,375,13,2024-12-15,Checkout,Drop-off,
1135,375,27,2023-01-24,Checkout,Drop-off,
621,375,27,2023-08-12,ProductPage,Click,19.4
604,375,32,2024-11-29,Homepage,Click,131.7
3158,375,38,2023-02-04,Homepage,View,137.1
1054,375,39,2024-09-05,Checkout,Purchase,423.9
2451,375,47,2023-07-19,Homepage,View,104.3
2314,376,1,2023-04-07,ProductPage,Click,190.1
1583,376,4,2023-07-19,Checkout,Purchase,513.1
3209,376,6,2024-01-17,Checkout,AddToCart,170.4
3996,376,7,2023-02-21,ProductPage,Click,305.5
623,376,13,2024-03-18,Homepage,View,156.7
2846,376,16,2023-01-14,Homepage,Drop-off,
541,377,1,2024-12-09,ProductPage,View,527.6
2158,377,14,2024-12-12,Homepage,View,405.6
1533,377,16,2023-09-11,Checkout,Purchase,568.3
2054,377,26,2023-11-18,Homepage,View,306.4
1367,377,28,2023-06-09,Purchase,Purchase,513.9
3542,377,33,2023-05-03,Purchase,Purchase,165.9
2706,378,4,2023-08-13,Purchase,Purchase,508.7
1867,378,7,2024-07-20,Homepage,Drop-off,
2981,378,25,2023-08-30,Purchase,Purchase,136.3
3029,378,25,2024-10-15,Purchase,Purchase,451.9
3731,378,28,2023-09-07,Homepage,View,99.5
3765,378,32,2023-06-04,Purchase,Purchase,145.6
452,378,36,2024-10-09,ProductPage,View,213.7
990,378,42,2024-01-05,Purchase,Purchase,107.8
3885,378,44,2024-02-16,Checkout,AddToCart,199.7
1326,378,49,2023-12-31,ProductPage,Click,582.2
750,379,3,2024-02-23,Checkout,Purchase,449.5
3571,379,13,2024-12-02,Homepage,Drop-off,
450,379,15,2023-11-21,Checkout,AddToCart,194.6
3312,379,15,2024-12-01,Checkout,Purchase,230.3
3749,379,21,2024-01-05,Purchase,Purchase,199.5
466,379,22,2023-05-18,Checkout,Purchase,477.2
880,379,38,2024-08-02,ProductPage,View,536.8
306,379,43,2024-05-10,Purchase,Purchase,375.2
2366,380,7,2024-06-11,Homepage,Click,179.1
1176,380,11,2023-03-08,Checkout,Drop-off,
337,380,11,2024-03-20,ProductPage,View,66.8
801,380,16,2023-01-09,Purchase,Purchase,274.2
3275,380,18,2023-06-28,Homepage,View,358.1
3851,380,26,2023-01-08,Checkout,Drop-off,
2027,380,32,2024-11-14,ProductPage,Drop-off,
849,380,33,2024-08-18,Checkout,Drop-off,
3063,380,35,2023-10-10,Homepage,Click,57.9
408,380,38,2023-08-27,Homepage,View,288.0
1719,380,43,2024-04-18,ProductPage,AddToCart,255.6
3375,380,45,2024-07-13,ProductPage,Click,575.9
2369,380,49,2024-12-14,Homepage,Click,547.0
2864,381,3,2024-06-15,Homepage,View,20.6
3736,381,4,2024-05-30,Purchase,Purchase,102.5
3754,381,5,2024-02-03,ProductPage,View,428.7
3419,381,6,2024-08-15,Homepage,Click,323.3
2653,381,7,2023-05-10,Homepage,Drop-off,
1602,381,19,2024-07-21,Purchase,Purchase,569.6
3113,381,38,2024-01-24,Purchase,Purchase,542.7
2071,381,40,2023-02-21,Homepage,Click,181.9
2380,381,50,2023-06-09,Homepage,View,82.6
487,382,1,2023-01-12,Checkout,Drop-off,
3873,382,13,2023-08-22,ProductPage,View,282.4
1208,382,13,2024-03-06,ProductPage,AddToCart,122.8
1568,382,15,2024-11-03,Purchase,Purchase,200.1
2649,382,18,2023-02-18,Purchase,Purchase,492.3
2485,382,40,2023-10-16,Checkout,Drop-off,
821,382,45,2024-05-04,Purchase,Purchase,166.6
35,382,46,2024-07-29,Checkout,AddToCart,229.0
637,382,49,2024-03-30,Homepage,Click,458.0
1932,383,1,2023-11-15,Checkout,Drop-off,
2835,383,9,2024-05-14,Checkout,Purchase,329.7
3017,383,15,2024-04-02,ProductPage,View,482.5
3249,383,37,2024-09-05,Checkout,Purchase,262.7
1827,383,43,2024-12-20,Homepage,Click,82.8
3316,384,14,2024-02-12,Checkout,AddToCart,67.2
1057,384,20,2024-03-08,Purchase,Purchase,161.5
3086,384,29,2023-10-11,Purchase,Purchase,190.8
1000,384,36,2024-03-04,Purchase,Purchase,597.5
2865,384,37,2024-08-30,ProductPage,View,235.5
569,384,47,2024-04-07,Checkout,Drop-off,
2301,385,5,2023-10-24,Purchase,Purchase,347.7
2348,385,5,2024-05-19,Purchase,Purchase,388.7
2869,385,7,2023-08-20,Purchase,Purchase,454.5
789,385,11,2023-10-21,Checkout,AddToCart,130.4
1726,385,18,2024-07-19,Checkout,Drop-off,
2222,385,19,2024-07-23,Purchase,Purchase,327.2
1562,385,21,2023-09-13,Homepage,View,56.2
430,385,25,2024-09-20,Purchase,Purchase,270.4
753,385,26,2024-06-30,Homepage,Click,524.9
2495,385,26,2024-12-02,Purchase,Purchase,119.7
2942,385,28,2023-04-03,Checkout,Drop-off,
3294,385,34,2024-05-19,Purchase,Purchase,299.2
3887,385,35,2023-04-17,Homepage,View,426.3
1862,385,36,2023-01-07,ProductPage,View,391.8
1816,386,15,2023-01-02,Homepage,Click,545.3
2570,386,18,2024-12-15,ProductPage,AddToCart,444.1
1503,386,23,2023-06-26,Purchase,Purchase,373.7
3745,386,29,2024-10-29,Checkout,Drop-off,
3091,386,34,2024-03-31,Homepage,Click,186.9
3898,386,35,2024-08-01,ProductPage,Drop-off,
3126,386,46,2023-11-11,ProductPage,Drop-off,
2103,386,50,2024-07-22,Purchase,Purchase,252.4
3009,387,19,2023-09-06,Purchase,Purchase,535.9
1995,387,25,2024-01-26,Checkout,Drop-off,
3286,387,26,2023-05-09,Purchase,Purchase,460.2
680,387,26,2023-11-07,ProductPage,Click,23.9
1959,387,27,2023-03-07,Homepage,Click,53.0
1597,387,37,2024-07-23,Purchase,Purchase,119.8
111,387,39,2023-10-27,Checkout,Drop-off,
1102,387,41,2024-01-15,ProductPage,View,69.3
1161,388,25,2023-06-09,Checkout,Drop-off,
3018,388,26,2024-02-05,Homepage,Click,125.1
1200,388,31,2023-01-07,Checkout,Purchase,339.1
1001,388,46,2023-05-14,Checkout,Drop-off,
1421,389,6,2024-05-01,Checkout,Drop-off,
3937,389,8,2024-04-07,Checkout,Drop-off,
93,389,9,2023-12-19,Checkout,Purchase,568.7
3818,389,11,2024-01-25,Purchase,Purchase,292.7
2590,389,19,2024-10-20,Checkout,AddToCart,281.2
2131,389,20,2024-09-01,ProductPage,Click,190.4
3857,389,21,2023-04-21,Checkout,Purchase,178.0
3895,389,21,2024-02-03,Homepage,Click,336.0
3413,389,28,2023-02-23,Homepage,View,168.1
3990,389,32,2024-06-02,ProductPage,Drop-off,
74,389,34,2024-01-18,Homepage,Click,309.0
2832,389,44,2023-09-08,Checkout,Drop-off,
1799,389,44,2024-03-09,Checkout,Purchase,171.6
2421,390,3,2023-02-14,Checkout,Drop-off,
1762,390,7,2024-11-02,Checkout,Purchase,179.8
1742,390,8,2023-09-04,Purchase,Purchase,289.9
248,390,13,2024-06-30,ProductPage,View,159.0
3678,390,15,2023-04-03,ProductPage,View,56.8
1751,390,15,2023-08-31,Homepage,Drop-off,
1249,390,16,2023-02-15,Purchase,Purchase,397.8
2146,390,22,2023-05-03,Homepage,Click,326.9
3362,390,29,2023-09-12,ProductPage,Drop-off,
3134,390,36,2024-07-08,Homepage,Drop-off,
1059,390,37,2024-01-13,ProductPage,Drop-off,
2911,390,37,2024-04-01,ProductPage,View,459.4
2614,390,42,2023-11-27,Purchase,Purchase,294.0
171,390,44,2024-02-17,Homepage,Click,390.6
624,390,49,2023-09-13,Checkout,Drop-off,
3788,391,2,2024-01-31,ProductPage,AddToCart,135.6
3939,391,4,2024-08-24,Homepage,View,543.7
2429,391,7,2024-02-01,ProductPage,Click,203.0
2577,391,8,2023-03-21,Homepage,Click,73.6
3217,391,13,2024-07-05,ProductPage,View,61.2
2537,391,14,2024-10-20,Homepage,Click,121.2
277,391,18,2023-11-09,Purchase,Purchase,226.8
574,391,24,2024-09-13,Homepage,Drop-off,
1628,391,36,2023-07-04,Homepage,Click,304.5
1619,392,8,2024-06-23,ProductPage,View,540.0
2522,392,8,2024-08-21,Homepage,Click,163.1
3949,392,16,2024-02-05,ProductPage,AddToCart,502.3
3384,392,23,2024-04-10,ProductPage,Click,514.3
3285,392,41,2023-02-20,ProductPage,View,498.3
3874,392,41,2023-12-16,Purchase,Purchase,220.8
3557,392,45,2023-03-21,Purchase,Purchase,250.2
469,392,45,2024-09-10,ProductPage,View,101.2
2852,393,2,2024-08-23,Checkout,Drop-off,
3043,393,13,2023-08-04,Checkout,AddToCart,517.1
269,393,17,2024-03-22,Homepage,Drop-off,
1806,393,19,2023-06-01,Purchase,Purchase,577.2
1656,393,23,2024-02-16,ProductPage,Drop-off,
1706,393,30,2024-04-26,ProductPage,Drop-off,
2587,393,40,2024-09-06,Purchase,Purchase,277.0
629,393,41,2023-11-10,Homepage,Click,335.9
791,394,10,2024-04-14,Checkout,AddToCart,309.4
3739,394,20,2023-11-27,Checkout,Drop-off,
1005,394,21,2024-06-29,Purchase,Purchase,494.7
334,394,23,2024-09-10,ProductPage,Click,73.1
946,394,28,2024-08-02,Homepage,Click,98.8
559,394,30,2023-01-04,Checkout,Drop-off,
590,394,33,2023-02-04,Purchase,Purchase,480.8
2573,395,12,2023-05-16,Purchase,Purchase,26.7
3475,395,13,2023-08-19,Purchase,Purchase,366.7
520,395,16,2023-12-14,Purchase,Purchase,518.6
2341,395,22,2024-12-05,Checkout,Drop-off,
3155,395,26,2023-04-02,Homepage,Drop-off,
1863,395,34,2024-08-19,Checkout,AddToCart,598.6
2907,395,38,2023-04-22,ProductPage,View,81.2
2073,395,44,2024-12-16,Homepage,Click,191.2
3603,395,48,2024-11-20,Homepage,View,548.8
2085,396,1,2023-04-08,Checkout,Drop-off,
3704,396,7,2023-08-26,Checkout,Purchase,319.9
3997,396,15,2024-04-19,Homepage,Click,259.5
3236,396,19,2023-09-12,ProductPage,AddToCart,56.9
3347,396,24,2024-09-19,Checkout,Drop-off,
3779,396,25,2023-07-26,ProductPage,Click,258.8
3985,396,31,2024-09-04,Purchase,Purchase,467.4
3546,396,44,2023-09-05,ProductPage,Click,194.8
55,396,45,2023-10-10,ProductPage,View,166.3
3510,396,45,2024-06-29,Checkout,AddToCart,311.6
1422,397,6,2023-12-09,ProductPage,Drop-off,
118,397,6,2024-08-14,ProductPage,AddToCart,57.1
2866,397,10,2023-01-25,Purchase,Purchase,32.1
3548,397,11,2024-08-13,ProductPage,Click,372.5
2589,397,41,2023-05-31,Purchase,Purchase,452.0
1359,397,45,2024-03-03,Purchase,Purchase,110.7
724,397,47,2024-02-28,ProductPage,Drop-off,
1311,397,48,2023-05-02,Purchase,Purchase,398.5
1381,398,3,2024-09-14,Purchase,Purchase,564.1
3583,398,7,2023-01-01,Homepage,View,128.7
2563,398,12,2024-03-28,Checkout,Drop-off,
2119,398,14,2023-03-02,Homepage,Click,512.2
610,398,15,2023-11-22,Purchase,Purchase,277.1
2520,398,26,2023-06-30,Homepage,Click,515.0
1268,398,37,2024-11-08,ProductPage,Click,295.6
2918,398,41,2024-06-02,Purchase,Purchase,375.6
2258,398,46,2024-08-25,Homepage,View,178.7
49,398,47,2023-02-05,ProductPage,Click,318.4
691,398,47,2023-07-18,Checkout,Purchase,577.9
2210,399,3,2024-11-01,Purchase,Purchase,130.5
3631,399,17,2024-06-19,ProductPage,Click,333.4
749,399,18,2024-04-21,Homepage,Click,382.1
2038,399,28,2024-11-16,Homepage,View,204.1
1016,399,32,2023-09-17,Homepage,Click,275.0
3741,399,45,2024-07-04,Checkout,Purchase,554.1
3327,400,7,2024-07-03,Checkout,Drop-off,
48,400,8,2023-08-29,Purchase,Purchase,331.6
209,400,10,2024-03-16,Purchase,Purchase,42.3
738,400,12,2024-12-09,ProductPage,AddToCart,364.3
1779,400,13,2023-12-17,Checkout,Purchase,444.6
1919,400,19,2023-06-11,Checkout,AddToCart,350.5
1206,400,26,2023-12-28,Purchase,Purchase,19.1
1033,400,31,2023-05-18,Purchase,Purchase,512.8
1641,400,32,2024-04-27,Purchase,Purchase,259.2
1814,400,43,2023-10-31,Purchase,Purchase,95.7
2805,400,46,2023-12-08,Checkout,Drop-off,
1456,400,46,2024-05-14,Purchase,Purchase,403.9
3862,400,46,2024-08-31,Homepage,Click,236.1
1397,400,50,2024-11-29,Homepage,Click,482.5
3593,401,8,2023-06-29,Checkout,Drop-off,
1753,401,20,2023-11-23,ProductPage,View,260.8
2627,401,24,2023-08-13,ProductPage,Click,180.2
348,401,29,2024-03-19,ProductPage,Drop-off,
2247,401,31,2023-03-23,Checkout,Purchase,308.1
1572,401,36,2024-05-02,Homepage,Click,535.3
2538,401,37,2024-12-14,Homepage,Click,228.5
